2024-05-09 13:43:05,363 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2024-05-09 13:43:05,395 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2024-05-09 13:43:05,397 INFO  Logger.cs: 73 - Commit version 1.6.0-1-g15f4949
2024-05-09 13:43:05,397 INFO  Logger.cs: 74 - Build version 1.6.7594.29634
2024-05-09 13:43:05,399 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2024-05-09 13:43:05,400 INFO  SwAddin.cs: 197 - Setting up callbacks
2024-05-09 13:43:05,400 INFO  SwAddin.cs: 201 - Setting up command manager
2024-05-09 13:43:05,401 INFO  SwAddin.cs: 204 - Adding command manager
2024-05-09 13:43:05,403 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2024-05-09 13:43:05,403 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2024-05-09 13:43:05,403 INFO  SwAddin.cs: 210 - Adding event handlers
2024-05-09 13:43:05,405 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2024-05-09 13:50:51,194 INFO  SwAddin.cs: 294 - Assembly export called for file wall.SLDASM
2024-05-09 13:50:51,197 INFO  SwAddin.cs: 299 - Save is required
2024-05-09 13:50:51,197 INFO  SwAddin.cs: 313 - Saving assembly
2024-05-09 13:50:51,392 INFO  SwAddin.cs: 316 - Opening property manager
2024-05-09 13:50:51,411 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from wall.SLDASM
2024-05-09 13:50:51,418 INFO  ExportHelperExtension.cs: 1136 - Found 23 in wall.SLDASM
2024-05-09 13:50:51,418 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in wall.SLDASM
2024-05-09 13:50:51,418 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2024-05-09 13:50:51,420 INFO  ExportHelperExtension.cs: 1160 - 1 components to check
2024-05-09 13:50:51,421 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from wall-1
2024-05-09 13:50:51,421 INFO  ExportHelperExtension.cs: 1136 - Found 37 in wall-1
2024-05-09 13:50:51,422 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in wall-1
2024-05-09 13:50:51,422 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from wall.SLDASM
2024-05-09 13:50:51,423 INFO  ExportHelperExtension.cs: 1136 - Found 23 in wall.SLDASM
2024-05-09 13:50:51,423 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in wall.SLDASM
2024-05-09 13:50:51,423 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2024-05-09 13:50:51,423 INFO  ExportHelperExtension.cs: 1160 - 1 components to check
2024-05-09 13:50:51,423 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from wall-1
2024-05-09 13:50:51,423 INFO  ExportHelperExtension.cs: 1136 - Found 37 in wall-1
2024-05-09 13:50:51,424 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in wall-1
2024-05-09 13:50:51,597 INFO  SwAddin.cs: 339 - Loading config tree
2024-05-09 13:50:51,600 INFO  ExportPropertyManagerExtension.cs: 520 - Starting new configuration
2024-05-09 13:50:51,603 INFO  SwAddin.cs: 344 - Showing property manager
2024-05-09 13:50:54,213 INFO  ExportPropertyManager.cs: 422 - Configuration saved
2024-05-09 13:50:54,369 INFO  ExportPropertyManager.cs: 1142 - AfterClose called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2024-05-09 13:51:13,522 INFO  SwAddin.cs: 294 - Assembly export called for file wall.SLDASM
2024-05-09 13:51:13,523 INFO  SwAddin.cs: 299 - Save is required
2024-05-09 13:51:13,523 INFO  SwAddin.cs: 313 - Saving assembly
2024-05-09 13:51:13,689 INFO  SwAddin.cs: 316 - Opening property manager
2024-05-09 13:51:13,689 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from wall.SLDASM
